molecule_chembl_id,pref_name,canonical_smiles,standard_inchi_key,full_mwt,full_molformula,alogp,np_likeness_score,natural_product,compound_id,name,domain,chemical_class,label_source,smiles_final,standard_id,er_alpha_active,er_alpha_active_max_pchembl,ahr_active,ahr_active_max_pchembl,ar_active,ar_active_max_pchembl,esr1_binding,esr1_binding_max_pchembl,esr1_agonism,esr1_agonism_max_pchembl,esr1_antagonism,esr1_antagonism_max_pchembl,esr1_reporter,esr1_reporter_max_pchembl,ahr_binding,ahr_binding_max_pchembl,ahr_agonism,ahr_agonism_max_pchembl,ahr_reporter,ahr_reporter_max_pchembl,ar_binding,ar_binding_max_pchembl,ar_agonism,ar_agonism_max_pchembl,ar_antagonism,ar_antagonism_max_pchembl,ar_reporter,ar_reporter_max_pchembl,mie_receptor_binding,mie_receptor_binding_max_pchembl,mie_receptor_agonism,mie_receptor_agonism_max_pchembl,mie_receptor_antagonism,mie_receptor_antagonism_max_pchembl,reporter_response,reporter_response_max_pchembl,measured_tasks
CHEMBL5629871,,O=C(Nc1ccccc1F)c1ccc(-c2cccc(B(O)O)c2)s1,CKROIKQTGRZRKF-UHFFFAOYSA-N,341.17,C17H13BFNO3S,,,0,CHEMBL5629871,,generic_bioactive,,chembl_source_target_mie_curated,O=C(Nc1ccccc1F)c1ccc(-c2cccc(B(O)O)c2)s1,CKROIKQTGRZRKF-UHFFFAOYSA-N,1.0,6.18,,,,,1.0,6.18,1.0,6.18,,,1.0,6.18,,,,,,,,,,,,,,,1,6.18,1,6.18,,,1,6.18,"er_alpha_active,esr1_binding,esr1_agonism,esr1_reporter,mie_receptor_binding,mie_receptor_agonism,reporter_response"
CHEMBL5629984,,O=C(Nc1cccc(B(O)O)c1)c1ccc(-c2ccc(F)cc2)s1,GGLZXVFSUICILW-UHFFFAOYSA-N,341.17,C17H13BFNO3S,,,0,CHEMBL5629984,,generic_bioactive,,chembl_source_target_mie_curated,O=C(Nc1cccc(B(O)O)c1)c1ccc(-c2ccc(F)cc2)s1,GGLZXVFSUICILW-UHFFFAOYSA-N,1.0,6.34,,,,,1.0,6.34,1.0,6.34,,,1.0,6.34,,,,,,,,,,,,,,,1,6.34,1,6.34,,,1,6.34,"er_alpha_active,esr1_binding,esr1_agonism,esr1_reporter,mie_receptor_binding,mie_receptor_agonism,reporter_response"
CHEMBL56306,,Oc1ccc(C2CCc3cc(O)ccc3N2Cc2ccc(OCCN3CCCC3)cc2)cc1,GDUBWKFFFZPKRD-UHFFFAOYSA-N,444.58,C28H32N2O3,5.27,-0.65,0,CHEMBL56306,,generic_bioactive,,chembl_source_target_mie_curated,Oc1ccc(C2CCc3cc(O)ccc3N2Cc2ccc(OCCN3CCCC3)cc2)cc1,GDUBWKFFFZPKRD-UHFFFAOYSA-N,1.0,8.96,,,,,1.0,8.96,,,,,,,,,,,,,,,,,,,,,1,8.96,,,,,,,"er_alpha_active,esr1_binding,mie_receptor_binding"
CHEMBL5630603,,O=C(Nc1ccccc1F)c1ccc(-c2ccc(O)cc2)s1,BBHWYWIBPZXAFP-UHFFFAOYSA-N,313.35,C17H12FNO2S,4.51,-1.36,0,CHEMBL5630603,,generic_bioactive,,chembl_source_target_mie_curated,O=C(Nc1ccccc1F)c1ccc(-c2ccc(O)cc2)s1,BBHWYWIBPZXAFP-UHFFFAOYSA-N,1.0,6.93,,,,,1.0,6.93,1.0,6.93,,,1.0,6.93,,,,,,,,,,,,,,,1,6.93,1,6.93,,,1,6.93,"er_alpha_active,esr1_binding,esr1_agonism,esr1_reporter,mie_receptor_binding,mie_receptor_agonism,reporter_response"
CHEMBL5630648,,O=C(Nc1ccccc1Cl)c1ccc(-c2ccc(O)cc2)s1,HRIZCVOQYFNRFK-UHFFFAOYSA-N,329.81,C17H12ClNO2S,5.03,-1.27,0,CHEMBL5630648,,generic_bioactive,,chembl_source_target_mie_curated,O=C(Nc1ccccc1Cl)c1ccc(-c2ccc(O)cc2)s1,HRIZCVOQYFNRFK-UHFFFAOYSA-N,1.0,5.7,,,,,1.0,5.7,1.0,5.7,,,1.0,5.7,,,,,,,,,,,,,,,1,5.7,1,5.7,,,1,5.7,"er_alpha_active,esr1_binding,esr1_agonism,esr1_reporter,mie_receptor_binding,mie_receptor_agonism,reporter_response"
CHEMBL5630752,,O=C(NC1CCCCC1)c1ccc(-c2ccc(O)cc2)s1,ULLYEHGBULUDPD-UHFFFAOYSA-N,301.41,C17H19NO2S,4.18,-0.69,0,CHEMBL5630752,,generic_bioactive,,chembl_source_target_mie_curated,O=C(NC1CCCCC1)c1ccc(-c2ccc(O)cc2)s1,ULLYEHGBULUDPD-UHFFFAOYSA-N,1.0,6.24,,,,,1.0,6.24,1.0,6.24,,,1.0,6.24,,,,,,,,,,,,,,,1,6.24,1,6.24,,,1,6.24,"er_alpha_active,esr1_binding,esr1_agonism,esr1_reporter,mie_receptor_binding,mie_receptor_agonism,reporter_response"
CHEMBL5630792,,Cc1ccc(NC(=O)c2ccc(-c3cccc(O)c3)s2)cc1,JODJJYAIERLEFC-UHFFFAOYSA-N,309.39,C18H15NO2S,4.68,-1.09,0,CHEMBL5630792,,generic_bioactive,,chembl_source_target_mie_curated,Cc1ccc(NC(=O)c2ccc(-c3cccc(O)c3)s2)cc1,JODJJYAIERLEFC-UHFFFAOYSA-N,1.0,6.09,,,,,1.0,6.09,1.0,6.09,,,1.0,6.09,,,,,,,,,,,,,,,1,6.09,1,6.09,,,1,6.09,"er_alpha_active,esr1_binding,esr1_agonism,esr1_reporter,mie_receptor_binding,mie_receptor_agonism,reporter_response"
CHEMBL5630801,,N#Cc1ccc(N2C(=O)CN(CCCN3CCCc4ccccc43)C2=S)cc1C(F)(F)F,MIMPYGQNLHSBED-UHFFFAOYSA-N,458.51,C23H21F3N4OS,4.35,-1.66,0,CHEMBL5630801,,generic_bioactive,,chembl_source_target_mie_curated,N#Cc1ccc(N2C(=O)CN(CCCN3CCCc4ccccc43)C2=S)cc1C(F)(F)F,MIMPYGQNLHSBED-UHFFFAOYSA-N,,,,,1.0,5.84,,,,,,,,,,,,,,,1.0,5.84,1.0,5.84,1.0,5.84,1.0,5.84,1,5.84,1,5.84,1,5.84,1,5.84,"ar_active,ar_binding,ar_agonism,ar_antagonism,ar_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL5630878,,O=C(Nc1cccc(F)c1)c1ccc(-c2cccc(B(O)O)c2)s1,KBBJBISWYZLGML-UHFFFAOYSA-N,341.17,C17H13BFNO3S,,,0,CHEMBL5630878,,generic_bioactive,,chembl_source_target_mie_curated,O=C(Nc1cccc(F)c1)c1ccc(-c2cccc(B(O)O)c2)s1,KBBJBISWYZLGML-UHFFFAOYSA-N,1.0,6.38,,,,,1.0,6.38,1.0,6.38,,,1.0,6.38,,,,,,,,,,,,,,,1,6.38,1,6.38,,,1,6.38,"er_alpha_active,esr1_binding,esr1_agonism,esr1_reporter,mie_receptor_binding,mie_receptor_agonism,reporter_response"
CHEMBL5630895,,Nc1cccc(-c2ccc(C(=O)Nc3cccc(Cl)c3)s2)c1,VZCRORIUSNJAHJ-UHFFFAOYSA-N,328.82,C17H13ClN2OS,4.9,-1.7,0,CHEMBL5630895,,generic_bioactive,,chembl_source_target_mie_curated,Nc1cccc(-c2ccc(C(=O)Nc3cccc(Cl)c3)s2)c1,VZCRORIUSNJAHJ-UHFFFAOYSA-N,1.0,7.52,,,,,1.0,7.52,1.0,7.52,,,1.0,7.52,,,,,,,,,,,,,,,1,7.52,1,7.52,,,1,7.52,"er_alpha_active,esr1_binding,esr1_agonism,esr1_reporter,mie_receptor_binding,mie_receptor_agonism,reporter_response"
CHEMBL5630923,,O=C(O)c1cccc(-c2ccc(C(=O)Nc3cccc(F)c3)s2)c1,UEBRLSQJUKZQGJ-UHFFFAOYSA-N,341.36,C18H12FNO3S,4.5,-1.57,0,CHEMBL5630923,,generic_bioactive,,chembl_source_target_mie_curated,O=C(O)c1cccc(-c2ccc(C(=O)Nc3cccc(F)c3)s2)c1,UEBRLSQJUKZQGJ-UHFFFAOYSA-N,1.0,5.79,,,,,1.0,5.79,1.0,5.79,,,1.0,5.79,,,,,,,,,,,,,,,1,5.79,1,5.79,,,1,5.79,"er_alpha_active,esr1_binding,esr1_agonism,esr1_reporter,mie_receptor_binding,mie_receptor_agonism,reporter_response"
CHEMBL563341,,CN1CC[C@@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,HMOAZJHSXXENHE-QGZVFWFLSA-N,393.84,C20H19ClF3N3,4.94,-1.76,0,CHEMBL563341,,generic_bioactive,,chembl_source_target_mie_curated,CN1CC[C@@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,HMOAZJHSXXENHE-QGZVFWFLSA-N,,,,,1.0,6.6,,,,,,,,,,,,,,,1.0,6.6,,,,,,,1,6.6,,,,,,,"ar_active,ar_binding,mie_receptor_binding"
CHEMBL563597,,CNc1ncc(/C=C2\C[C@H]3[C@@H]4CC[C@H]5N(C)C(=O)C=C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2O)cn1,MOOQXTUPPQCLBO-NTRGXQNNSA-N,422.57,C25H34N4O2,3.51,1.32,0,CHEMBL563597,,generic_bioactive,,chembl_source_target_mie_curated,CNc1ncc(/C=C2\C[C@H]3[C@@H]4CC[C@H]5N(C)C(=O)C=C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2O)cn1,MOOQXTUPPQCLBO-NTRGXQNNSA-N,,,,,1.0,8.3,,,,,,,,,,,,,,,1.0,7.51,1.0,8.3,,,1.0,8.3,1,7.51,1,8.3,,,1,8.3,"ar_active,ar_binding,ar_agonism,ar_reporter,mie_receptor_binding,mie_receptor_agonism,reporter_response"
CHEMBL56390,,Oc1ccc(C2CCc3cc(O)ccc3N2c2ccc(OCCN3CCCC3)cc2)cc1,OWIQDPLCVNXIEI-UHFFFAOYSA-N,430.55,C27H30N2O3,5.4,-0.57,0,CHEMBL56390,,generic_bioactive,,chembl_source_target_mie_curated,Oc1ccc(C2CCc3cc(O)ccc3N2c2ccc(OCCN3CCCC3)cc2)cc1,OWIQDPLCVNXIEI-UHFFFAOYSA-N,1.0,9.05,,,,,1.0,9.05,,,,,,,,,,,,,,,,,,,,,1,9.05,,,,,,,"er_alpha_active,esr1_binding,mie_receptor_binding"
CHEMBL570237,,N#Cc1ccc(N2[C@H]3CCC[C@H]2CC3)c2ccccc12,XPRKBAZJWZDANH-GJZGRUSLSA-N,262.36,C18H18N2,4.23,-0.85,0,CHEMBL570237,,generic_bioactive,,chembl_source_target_mie_curated,N#Cc1ccc(N2[C@H]3CCC[C@H]2CC3)c2ccccc12,XPRKBAZJWZDANH-GJZGRUSLSA-N,,,,,1.0,8.4,,,,,,,,,,,,,,,,,1.0,8.4,,,1.0,8.4,,,1,8.4,,,1,8.4,"ar_active,ar_agonism,ar_reporter,mie_receptor_agonism,reporter_response"
CHEMBL570708,,Cc1c(C#N)c(Cl)nc2c3c(sc12)NC(=O)CC3c1ccccc1Cl,RWOFRSMYUDDPAI-UHFFFAOYSA-N,388.28,C18H11Cl2N3OS,5.26,-1.09,0,CHEMBL570708,,generic_bioactive,,chembl_source_target_mie_curated,Cc1c(C#N)c(Cl)nc2c3c(sc12)NC(=O)CC3c1ccccc1Cl,RWOFRSMYUDDPAI-UHFFFAOYSA-N,,,,,1.0,5.7,,,,,,,,,,,,,,,1.0,5.7,,,,,,,1,5.7,,,,,,,"ar_active,ar_binding,mie_receptor_binding"
CHEMBL570897,,O=[N+]([O-])c1ccc(N2CCCC2)c2ccccc12,FLUWUUPEIABQQO-UHFFFAOYSA-N,242.28,C14H14N2O2,3.35,-1.37,0,CHEMBL570897,,generic_bioactive,,chembl_source_target_mie_curated,O=[N+]([O-])c1ccc(N2CCCC2)c2ccccc12,FLUWUUPEIABQQO-UHFFFAOYSA-N,,,,,1.0,8.6,,,,,,,,,,,,,,,1.0,8.6,1.0,8.2,,,1.0,8.2,1,8.6,1,8.2,,,1,8.2,"ar_active,ar_binding,ar_agonism,ar_reporter,mie_receptor_binding,mie_receptor_agonism,reporter_response"
CHEMBL570898,,N#Cc1ccc(N2CCCC2)c2ccccc12,JFYXSLMZYFZVGC-UHFFFAOYSA-N,222.29,C15H14N2,3.31,-1.37,0,CHEMBL570898,,generic_bioactive,,chembl_source_target_mie_curated,N#Cc1ccc(N2CCCC2)c2ccccc12,JFYXSLMZYFZVGC-UHFFFAOYSA-N,,,,,1.0,8.6,,,,,,,,,,,,,,,1.0,8.6,1.0,7.8,,,1.0,8.6,1,8.6,1,7.8,,,1,8.6,"ar_active,ar_binding,ar_agonism,ar_reporter,mie_receptor_binding,mie_receptor_agonism,reporter_response"
CHEMBL57093,,CCCN(Cc1ccccn1)c1cc(-c2ccccc2)cc(-c2ccc(O)c(C)c2)n1,RRNFUZMGIKMXIE-UHFFFAOYSA-N,409.53,C27H27N3O,6.24,-0.95,0,CHEMBL57093,,generic_bioactive,,chembl_source_target_mie_curated,CCCN(Cc1ccccn1)c1cc(-c2ccccc2)cc(-c2ccc(O)c(C)c2)n1,RRNFUZMGIKMXIE-UHFFFAOYSA-N,1.0,7.16,,,,,1.0,7.16,,,,,,,,,,,,,,,,,,,,,1,7.16,,,,,,,"er_alpha_active,esr1_binding,mie_receptor_binding"
CHEMBL57150,,OC[C@@]12CC=C[C@@H](C1)[C@H](c1ccc(O)cc1)CC2,RTWQEZPGFVTNAW-CWRNSKLLSA-N,244.33,C16H20O2,3.21,1.56,0,CHEMBL57150,,generic_bioactive,,chembl_source_target_mie_curated,OC[C@@]12CC=C[C@@H](C1)[C@H](c1ccc(O)cc1)CC2,RTWQEZPGFVTNAW-CWRNSKLLSA-N,1.0,6.26,,,,,1.0,6.26,,,,,,,,,,,,,,,,,,,,,1,6.26,,,,,,,"er_alpha_active,esr1_binding,mie_receptor_binding"
CHEMBL572678,,CC(C)N(C(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4N(C)C(=O)C=C[C@]4(C)[C@H]3CC[C@]12C)C(C)C,DXSCVNXGNJVZAB-YHWFYDKQSA-N,412.62,C26H40N2O2,5.01,1.16,0,CHEMBL572678,,generic_bioactive,,chembl_source_target_mie_curated,CC(C)N(C(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4N(C)C(=O)C=C[C@]4(C)[C@H]3CC[C@]12C)C(C)C,DXSCVNXGNJVZAB-YHWFYDKQSA-N,,,,,1.0,5.19,,,,,,,,,,,,,,,,,1.0,5.19,1.0,5.19,1.0,5.19,,,1,5.19,1,5.19,1,5.19,"ar_active,ar_agonism,ar_antagonism,ar_reporter,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL572724,,CCN(CC)C(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4N(C)C(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,HHNJPQMMYMBENC-ZOGIJGBBSA-N,386.58,C24H38N2O2,4.11,1.3,0,CHEMBL572724,,generic_bioactive,,chembl_source_target_mie_curated,CCN(CC)C(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4N(C)C(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,HHNJPQMMYMBENC-ZOGIJGBBSA-N,,,,,1.0,6.35,,,,,,,,,,,,,,,,,1.0,6.35,1.0,6.35,1.0,6.35,,,1,6.35,1,6.35,1,6.35,"ar_active,ar_agonism,ar_antagonism,ar_reporter,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL572894,,CCCC(C)(Cc1ccc(O)cc1)c1ccc(O)cc1,KVLMFFRRCDTRCT-UHFFFAOYSA-N,270.37,C18H22O2,4.4,0.24,0,CHEMBL572894,,generic_bioactive,,chembl_source_target_mie_curated,CCCC(C)(Cc1ccc(O)cc1)c1ccc(O)cc1,KVLMFFRRCDTRCT-UHFFFAOYSA-N,1.0,7.7,,,,,,,1.0,7.7,,,1.0,7.7,,,,,,,,,,,,,,,,,1,7.7,,,1,7.7,"er_alpha_active,esr1_agonism,esr1_reporter,mie_receptor_agonism,reporter_response"
CHEMBL573180,,CC(C)N(C(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4NC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,WHWOXTLAMAZUQG-PLTCLBSDSA-N,400.61,C25H40N2O2,4.89,1.13,0,CHEMBL573180,,generic_bioactive,,chembl_source_target_mie_curated,CC(C)N(C(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4NC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,WHWOXTLAMAZUQG-PLTCLBSDSA-N,,,,,0.0,4.85,,,,,,,,,,,,,,,,,0.0,4.85,0.0,4.85,0.0,4.85,,,0,4.85,0,4.85,0,4.85,"ar_active,ar_agonism,ar_antagonism,ar_reporter,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL573635,,CC/C(=C\c1ccc(O)cc1)c1ccc(O)cc1,PIEBWUHNLFOEHS-ACCUITESSA-N,240.3,C16H16O2,4.05,0.14,0,CHEMBL573635,,generic_bioactive,,chembl_source_target_mie_curated,CC/C(=C\c1ccc(O)cc1)c1ccc(O)cc1,PIEBWUHNLFOEHS-ACCUITESSA-N,1.0,9.28,,,,,,,1.0,9.28,,,1.0,9.28,,,,,,,,,,,,,,,,,1,9.28,,,1,9.28,"er_alpha_active,esr1_agonism,esr1_reporter,mie_receptor_agonism,reporter_response"
CHEMBL5739687,,CC(C)c1ccccc1-c1sc2cc(OCN3C(=O)c4ccccc4S3(=O)=O)ccc2c1Oc1ccc(/C=C/C(=O)O)cc1,KIBFWUCHXQABJK-QGOAFFKASA-N,625.72,C34H27NO7S2,7.76,-0.6,0,CHEMBL5739687,,generic_bioactive,,chembl_source_target_mie_curated,CC(C)c1ccccc1-c1sc2cc(OCN3C(=O)c4ccccc4S3(=O)=O)ccc2c1Oc1ccc(/C=C/C(=O)O)cc1,KIBFWUCHXQABJK-QGOAFFKASA-N,1.0,7.36,,,,,1.0,7.36,,,,,1.0,7.36,,,,,,,,,,,,,,,1,7.36,,,,,1,7.36,"er_alpha_active,esr1_binding,esr1_reporter,mie_receptor_binding,reporter_response"
CHEMBL5739769,,C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@H]1[C@@H]3C[C@H]4O[C@@H](c5ccc(Cc6ccc(O)c(N)c6)cc5)O[C@@]4(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,XXWVLLGWBXOMHQ-CIIRJJMISA-N,621.68,C35H37F2NO7,4.21,1.48,0,CHEMBL5739769,,generic_bioactive,,chembl_source_target_mie_curated,C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@H]1[C@@H]3C[C@H]4O[C@@H](c5ccc(Cc6ccc(O)c(N)c6)cc5)O[C@@]4(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,XXWVLLGWBXOMHQ-CIIRJJMISA-N,1.0,5.22,,,,,1.0,5.22,,,,,,,,,,,,,,,,,,,,,1,5.22,,,,,,,"er_alpha_active,esr1_binding,mie_receptor_binding"
CHEMBL5740054,,Cc1c(N2C(=O)C(C)(C)N(CCCOc3ccc(-c4ccncc4)cc3F)C2=S)ccc(C#N)c1C(F)(F)F,VCFIYCKKLCLXIC-UHFFFAOYSA-N,556.59,C28H24F4N4O2S,6.27,-1.18,0,CHEMBL5740054,,generic_bioactive,,chembl_source_target_mie_curated,Cc1c(N2C(=O)C(C)(C)N(CCCOc3ccc(-c4ccncc4)cc3F)C2=S)ccc(C#N)c1C(F)(F)F,VCFIYCKKLCLXIC-UHFFFAOYSA-N,,,,,1.0,7.32,,,,,,,,,,,,,,,1.0,7.32,,,,,,,1,7.32,,,,,,,"ar_active,ar_binding,mie_receptor_binding"
CHEMBL5740468,,CN1CCCC1COc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1,NUCNSICITZKYQF-ZIADKAODSA-N,443.59,C29H33NO3,5.6,0.18,0,CHEMBL5740468,,generic_bioactive,,chembl_source_target_mie_curated,CN1CCCC1COc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1,NUCNSICITZKYQF-ZIADKAODSA-N,1.0,5.96,,,,,1.0,5.96,1.0,5.96,,,,,,,,,,,,,,,,,,,1,5.96,1,5.96,,,,,"er_alpha_active,esr1_binding,esr1_agonism,mie_receptor_binding,mie_receptor_agonism"
CHEMBL5740573,,Oc1ccc2c(c1)CCCC(C1=CCOCC1)=C2c1ccc(O[C@H]2CCN(CCCF)C2)cc1,DLMHVMSWRGSYKV-SANMLTNESA-N,463.59,C29H34FNO3,5.69,0.13,0,CHEMBL5740573,,generic_bioactive,,chembl_source_target_mie_curated,Oc1ccc2c(c1)CCCC(C1=CCOCC1)=C2c1ccc(O[C@H]2CCN(CCCF)C2)cc1,DLMHVMSWRGSYKV-SANMLTNESA-N,1.0,8.52,,,,,1.0,8.52,1.0,8.52,1.0,8.52,,,,,,,,,,,,,,,,,1,8.52,1,8.52,1,8.52,,,"er_alpha_active,esr1_binding,esr1_agonism,esr1_antagonism,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism"
CHEMBL5740755,,C=CS(=O)(=O)C(c1ccc(NC(=O)[C@@](C)(O)CS(=O)(=O)c2ccc(F)cc2)cc1C(F)(F)F)S(=O)(=O)C=C,VDCHZKBSZBNQDI-NRFANRHFSA-N,599.6,C22H21F4NO8S3,3.12,-0.85,0,CHEMBL5740755,,generic_bioactive,,chembl_source_target_mie_curated,C=CS(=O)(=O)C(c1ccc(NC(=O)[C@@](C)(O)CS(=O)(=O)c2ccc(F)cc2)cc1C(F)(F)F)S(=O)(=O)C=C,VDCHZKBSZBNQDI-NRFANRHFSA-N,,,,,1.0,6.24,,,,,,,,,,,,,,,1.0,6.24,1.0,6.24,1.0,6.24,1.0,6.24,1,6.24,1,6.24,1,6.24,1,6.24,"ar_active,ar_binding,ar_agonism,ar_antagonism,ar_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL5740840,,CS(=O)(=O)c1ccc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)cc3CCC2)c(F)c1,PADUPLOQXBZUDV-VWLOTQADSA-N,553.67,C31H33F2NO4S,6.04,-0.57,0,CHEMBL5740840,,generic_bioactive,,chembl_source_target_mie_curated,CS(=O)(=O)c1ccc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)cc3CCC2)c(F)c1,PADUPLOQXBZUDV-VWLOTQADSA-N,1.0,8.05,,,,,1.0,8.05,1.0,8.05,1.0,8.05,,,,,,,,,,,,,,,,,1,8.05,1,8.05,1,8.05,,,"er_alpha_active,esr1_binding,esr1_agonism,esr1_antagonism,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism"
CHEMBL5741508,,Cc1c(N2C(=O)N(CCCOc3ccc(-c4cc[n+]([O-])cc4)cc3F)C(C)(C)C2=O)ccc(C#N)c1Cl,ALXSLQVROBGJNV-UHFFFAOYSA-N,522.96,C27H24ClFN4O4,4.98,-1.14,0,CHEMBL5741508,,generic_bioactive,,chembl_source_target_mie_curated,Cc1c(N2C(=O)N(CCCOc3ccc(-c4cc[n+]([O-])cc4)cc3F)C(C)(C)C2=O)ccc(C#N)c1Cl,ALXSLQVROBGJNV-UHFFFAOYSA-N,,,,,1.0,7.25,,,,,,,,,,,,,,,1.0,7.25,,,,,,,1,7.25,,,,,,,"ar_active,ar_binding,mie_receptor_binding"
CHEMBL5741566,,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2nccc(OCCNCCCF)c2F)N1CC(F)(F)F,DEAASBVHFNAUFE-CMJOXMDJSA-N,482.5,C24H27F5N4O,4.93,-0.54,0,CHEMBL5741566,,generic_bioactive,,chembl_source_target_mie_curated,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2nccc(OCCNCCCF)c2F)N1CC(F)(F)F,DEAASBVHFNAUFE-CMJOXMDJSA-N,1.0,9.4,,,,,1.0,9.4,,,,,,,,,,,,,,,,,,,,,1,9.4,,,,,,,"er_alpha_active,esr1_binding,mie_receptor_binding"
CHEMBL5741643,,Cc1cc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)cc3CCC2)ccc1OC(F)(F)F,PZIYCJGUXDJHCT-MHZLTWQESA-N,555.61,C32H33F4NO3,7.71,-0.24,0,CHEMBL5741643,,generic_bioactive,,chembl_source_target_mie_curated,Cc1cc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)cc3CCC2)ccc1OC(F)(F)F,PZIYCJGUXDJHCT-MHZLTWQESA-N,1.0,7.04,,,,,1.0,7.04,1.0,7.04,1.0,7.04,,,,,,,,,,,,,,,,,1,7.04,1,7.04,1,7.04,,,"er_alpha_active,esr1_binding,esr1_agonism,esr1_antagonism,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism"
CHEMBL5741744,,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OCCNCCCF)cn2)N1CC(C)(C)F,XOOBPJQJFCYHBS-IQGLISFBSA-N,456.58,C26H34F2N4O,4.98,-0.46,0,CHEMBL5741744,,generic_bioactive,,chembl_source_target_mie_curated,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OCCNCCCF)cn2)N1CC(C)(C)F,XOOBPJQJFCYHBS-IQGLISFBSA-N,1.0,8.92,,,,,1.0,8.92,,,,,,,,,,,,,,,,,,,,,1,8.92,,,,,,,"er_alpha_active,esr1_binding,mie_receptor_binding"
CHEMBL5741828,,COc1ccc(OCCNCCCF)c(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC1(F)COC1,FOIDHVYAXXYCBP-DNOBIOAJSA-N,517.59,C28H34F3N3O3,4.72,-0.17,0,CHEMBL5741828,,generic_bioactive,,chembl_source_target_mie_curated,COc1ccc(OCCNCCCF)c(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC1(F)COC1,FOIDHVYAXXYCBP-DNOBIOAJSA-N,1.0,9.8,,,,,1.0,9.8,,,,,,,,,,,,,,,,,,,,,1,9.8,,,,,,,"er_alpha_active,esr1_binding,mie_receptor_binding"
CHEMBL5742076,,CNC(=O)c1ccc(N2C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,BPEQXCBJXGZMSB-UHFFFAOYSA-N,448.38,C21H16F4N4O3,3.83,-1.5,0,CHEMBL5742076,,generic_bioactive,,chembl_source_target_mie_curated,CNC(=O)c1ccc(N2C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,BPEQXCBJXGZMSB-UHFFFAOYSA-N,,,,,1.0,5.96,,,,,,,,,,,,,,,1.0,5.96,,,,,1.0,5.96,1,5.96,,,,,1,5.96,"ar_active,ar_binding,ar_reporter,mie_receptor_binding,reporter_response"
