bank_name,task,fold_id,compound_id,self_compound_in_bank,alt_id_same_smiles_in_bank
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4029692,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4029698,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4032376,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4032459,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4032532,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4032611,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4034528,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4034653,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4035708,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4036229,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID40380797,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4040767,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4025612,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4026181,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4026183,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4026769,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4026842,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4027076,1,1
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4027367,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4027525,1,1
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4027527,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4027650,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4027656,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4027991,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4027997,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4029145,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4041440,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4041604,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4041995,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4042090,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4042096,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4042123,1,1
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4042335,1,1
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4042416,1,0
